MIN_NUM_WORKERS,aggregation_algorithm,batch_size,best_acc,best_f1,best_loss,best_prec,best_recall,best_round,convnet_hidden1,convnet_hidden2,dataframe_path,dataset_name,dataset_path,device,early_stop_patience,encryption_mode,fedprox_mu,global_epoch,gpu_blacklist,he_backend,heartbeat_interval_hours,heavy_client_threshold,hf_repo_id,image_size,learning_rate,local_epoch,log_dir,model_name,models_percentage,notification_interval,num_classes,num_clients,num_custom_layers,num_images,num_parallel_executions,pc_name,plot_dir,round_timeout,server_join_timeout,server_ready_timeout,server_startup_timeout,splitting_dir,telegram_bot_token,telegram_chat_id,total_duration,weighted_aggregation,worker_id
2,FedAvg,16,0.9285714285714286,0.9277772406611868,0.5215816847137194,0.929293757596261,0.9285714285714286,12,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-054514_brain_tumor_worker_1.csv,brain_tumor,dbluigi/brain_tumor/train,cuda,5,no_encryption,0.0,20,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\brain_tumor_run_1_ConvNet,ConvNet,1,100,4,2,-1,5723,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\brain_tumor_run_1_ConvNet,1800,300,180,870,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\brain_tumor_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,1057.5209982395172,True,1
2,FedProx,16,0.9181184668989547,0.9173633422782304,0.37779630917831863,0.9186775823895657,0.9181184668989547,18,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-054653_brain_tumor_worker_0.csv,brain_tumor,dbluigi/brain_tumor/train,cuda,5,no_encryption,0.05,20,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\brain_tumor_run_0_ConvNet,ConvNet,1,100,4,2,-1,5723,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\brain_tumor_run_0_ConvNet,1800,300,180,870,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\brain_tumor_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,1077.1694025993347,True,0
2,FedAvg,16,0.8954703832752613,0.8943228292121113,0.31471078074456094,0.8984926525428291,0.8954703832752613,4,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-190706_brain_tumor_worker_0.csv,brain_tumor,dbluigi/brain_tumor/train,cuda,5,homomorphic,0.0,5,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\brain_tumor_run_0_ConvNet,ConvNet,1,100,4,2,-1,5723,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\brain_tumor_run_0_ConvNet,1800,300,180,1170,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\brain_tumor_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,178.24181008338928,True,0
2,FedProx,16,0.867595818815331,0.8662911048458588,0.38185208952800737,0.8696481219954538,0.867595818815331,3,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-190908_brain_tumor_worker_1.csv,brain_tumor,dbluigi/brain_tumor/train,cuda,5,homomorphic,0.05,5,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\brain_tumor_run_1_ConvNet,ConvNet,1,100,4,2,-1,5723,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\brain_tumor_run_1_ConvNet,1800,300,180,1170,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\brain_tumor_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,175.98167729377747,True,1
2,FedAvg,16,0.7784810126582279,0.7736107289618722,0.6594006377684919,0.7728221898655895,0.7784810126582279,18,-1,-1,C:\Users\DaisLabTSB\Desktop\Giando\FCGS\results/csv\csv_DESKTOP-O3MBGM6\runs\20260605-105309_dataset_RD_colored_worker_0.csv,dataset_RD_colored,dbluigi/dataset_RD/colored_images,cuda,5,no_encryption,0.0,30,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\DaisLabTSB\Desktop\Giando\FCGS\results/log\log_DESKTOP-O3MBGM6\dataset_RD_colored_run_0_AlexNet,AlexNet,1,100,3,2,2,1562,2,,C:\Users\DaisLabTSB\Desktop\Giando\FCGS\static/plots\plots_DESKTOP-O3MBGM6\dataset_RD_colored_run_0_AlexNet,1800,300,180,690,C:\Users\DaisLabTSB\Desktop\Giando\FCGS\results/run_dataset\split_DESKTOP-O3MBGM6\dataset_RD_colored_run_0_AlexNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,806.1430876255035,True,0
2,FedProx,16,0.7721518987341772,0.7739501216668399,0.7570285985741434,0.781641806490458,0.7721518987341772,25,-1,-1,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-192508_dataset_RD_colored_worker_0.csv,dataset_RD_colored,dbluigi/dataset_RD/colored_images,cuda,5,no_encryption,0.05,30,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_RD_colored_run_0_AlexNet,AlexNet,1,100,3,2,2,1562,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_RD_colored_run_0_AlexNet,1800,300,180,690,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_RD_colored_run_0_AlexNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,436.6084842681885,True,0
4,FedAvg,16,0.7215189873417721,0.6863317177960356,0.7297112655036057,0.7135538801065546,0.7215189873417721,25,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-192916_dataset_RD_colored_worker_1.csv,dataset_RD_colored,dbluigi/dataset_RD/colored_images,cuda,5,no_encryption,0.0,30,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_RD_colored_run_1_ConvNet,ConvNet,1,100,3,4,-1,1562,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_RD_colored_run_1_ConvNet,1800,300,180,630,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_RD_colored_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,255.97322487831116,True,1
4,FedProx,16,0.6835443037974683,0.665134610806348,0.745166332661351,0.7090433300876339,0.6835443037974683,27,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-192938_dataset_RD_colored_worker_0.csv,dataset_RD_colored,dbluigi/dataset_RD/colored_images,cuda,5,no_encryption,0.05,30,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_RD_colored_run_0_ConvNet,ConvNet,1,100,3,4,-1,1562,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_RD_colored_run_0_ConvNet,1800,300,180,630,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_RD_colored_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,259.17879009246826,True,0
2,FedAvg,16,0.7531645569620253,0.74498136099248,0.6588759316673761,0.7449288699217992,0.7531645569620253,6,-1,-1,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-193305_dataset_RD_kdr299_worker_1.csv,dataset_RD_kdr299,dbluigi/dataset_RD/kdr299_iimp,cuda,5,no_encryption,0.0,30,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_RD_kdr299_run_1_AlexNet,AlexNet,1,100,3,2,2,1562,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_RD_kdr299_run_1_AlexNet,1800,300,180,690,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_RD_kdr299_run_1_AlexNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,217.82142233848572,True,1
2,FedProx,16,0.759493670886076,0.7544527285542894,1.0019956548002702,0.7665318155824487,0.759493670886076,14,-1,-1,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-061902_dataset_RD_kdr299_worker_0.csv,dataset_RD_kdr299,dbluigi/dataset_RD/kdr299_iimp,cuda,5,no_encryption,0.05,30,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_RD_kdr299_run_0_AlexNet,AlexNet,1,100,3,2,2,1562,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_RD_kdr299_run_0_AlexNet,1800,300,180,690,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_RD_kdr299_run_0_AlexNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,690.5148587226868,True,0
4,FedAvg,16,0.6962025316455697,0.6637734798617739,0.9791769664498824,0.6597886638380823,0.6962025316455697,21,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-062035_dataset_RD_kdr299_worker_1.csv,dataset_RD_kdr299,dbluigi/dataset_RD/kdr299_iimp,cuda,5,no_encryption,0.0,30,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_RD_kdr299_run_1_ConvNet,ConvNet,1,100,3,4,-1,1562,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_RD_kdr299_run_1_ConvNet,1800,300,180,630,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_RD_kdr299_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,367.1571526527405,True,1
4,FedProx,16,0.6962025316455697,0.6637422985071015,0.7748666217055502,0.6716942576556282,0.6962025316455697,20,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-062635_dataset_RD_kdr299_worker_0.csv,dataset_RD_kdr299,dbluigi/dataset_RD/kdr299_iimp,cuda,5,no_encryption,0.05,30,[],N/A,4,8,Siando/fcgs-datasets,224,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_RD_kdr299_run_0_ConvNet,ConvNet,1,100,3,4,-1,1562,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_RD_kdr299_run_0_ConvNet,1800,300,180,630,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_RD_kdr299_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,436.33232069015503,True,0
8,FedAvg,16,0.8026315789473685,0.7899273590635146,0.6533238226057667,0.7914321789321789,0.8026315789473685,14,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-200842_dataset_multy_sorted_Flair_worker_1.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,no_encryption,0.0,20,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_1_ConvNet,ConvNet,1,100,3,8,-1,1451,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_1_ConvNet,1800,300,180,600,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,237.81266260147095,True,1
8,FedProx,16,0.7894736842105263,0.7713147874246272,0.612319538075673,0.7694852661957925,0.7894736842105263,18,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-200847_dataset_multy_sorted_Flair_worker_0.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,no_encryption,0.05,20,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,ConvNet,1,100,3,8,-1,1451,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,1800,300,180,600,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,244.29301261901855,True,0
8,FedAvg,16,0.618421052631579,0.5335235561642095,0.8239116151081888,0.5613790385729546,0.618421052631579,4,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-063353_dataset_multy_sorted_Flair_worker_1.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,homomorphic,0.0,5,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,ConvNet,1,100,3,8,-1,1451,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,1800,300,180,900,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,418.4614226818085,True,1
4,FedAvg,16,0.6824324324324325,0.6493144147091241,0.7342222228243545,0.6671653486870877,0.6824324324324325,7,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-064138_dataset_multy_sorted_Flair_worker_1.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,homomorphic,0.0,10,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,ConvNet,1,100,3,4,-1,1451,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,1800,300,180,900,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,448.9572927951813,True,1
4,FedProx,16,0.6756756756756757,0.6614017124353903,0.708333563160252,0.6792613059060427,0.6756756756756757,9,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-202104_dataset_multy_sorted_Flair_worker_0.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,homomorphic,0.05,10,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,ConvNet,1,100,3,4,-1,1451,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,1800,300,180,900,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,367.99421668052673,True,0
2,FedAvg,16,0.8561643835616438,0.8561836991362911,0.6321669712866822,0.8582777192366234,0.8561643835616438,13,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-064933_dataset_multy_sorted_Flair_worker_1.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,homomorphic,0.0,20,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,ConvNet,1,100,3,2,-1,1451,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,1800,300,180,900,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_multy_sorted_Flair_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,459.88190507888794,True,1
8,FedAvg,16,0.5547945205479452,0.5280271906803402,0.9401936586180778,0.5066828295054221,0.5547945205479452,4,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-202855_dataset_multy_sorted_Flair_augmented_worker_1.csv,dataset_multy_sorted_Flair_augmented,dataset/dataset_multy_sorted_Flair_augmented,cuda,5,no_encryption,0.0,5,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,ConvNet,1,100,3,8,-1,5804,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,1800,300,180,870,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,143.6006531715393,True,1
2,FedProx,16,0.8493150684931506,0.8472006598823535,0.45743171380807274,0.8508695072051237,0.8493150684931506,19,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-202839_dataset_multy_sorted_Flair_worker_0.csv,dataset_multy_sorted_Flair,dataset/dataset_multy_sorted_Flair,cuda,5,homomorphic,0.05,20,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,ConvNet,1,100,3,2,-1,1451,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,1800,300,180,900,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,443.4763264656067,True,0
4,FedAvg,16,0.559931506849315,0.5546188693538784,2.0341234546001643,0.5528287599577484,0.559931506849315,5,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-203154_dataset_multy_sorted_Flair_augmented_worker_1.csv,dataset_multy_sorted_Flair_augmented,dataset/dataset_multy_sorted_Flair_augmented,cuda,5,no_encryption,0.0,10,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,ConvNet,1,100,3,4,-1,5804,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,1800,300,180,870,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,164.6540048122406,True,1
4,FedProx,16,0.5582191780821918,0.40840444543838494,0.8650167314973596,0.48604867027162724,0.5582191780821918,9,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-070312_dataset_multy_sorted_Flair_augmented_worker_1.csv,dataset_multy_sorted_Flair_augmented,dataset/dataset_multy_sorted_Flair_augmented,cuda,5,no_encryption,0.05,10,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,ConvNet,1,100,3,4,-1,5804,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,1800,300,180,870,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,355.72432112693787,True,1
2,FedAvg,16,0.6099656357388317,0.598051858324219,1.3944565700399096,0.5939657109226963,0.6099656357388317,2,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-203451_dataset_multy_sorted_Flair_augmented_worker_1.csv,dataset_multy_sorted_Flair_augmented,dataset/dataset_multy_sorted_Flair_augmented,cuda,5,no_encryption,0.0,20,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,ConvNet,1,100,3,2,-1,5804,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,1800,300,180,870,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,163.391131401062,True,1
2,FedAvg,16,0.5945017182130584,0.5354715859206455,0.8450860733428771,0.5875236692615191,0.5945017182130584,4,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-070809_dataset_multy_sorted_Flair_augmented_worker_0.csv,dataset_multy_sorted_Flair_augmented,dataset/dataset_multy_sorted_Flair_augmented,cuda,5,homomorphic,0.0,5,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_multy_sorted_Flair_augmented_run_0_ConvNet,ConvNet,1,100,3,2,-1,5804,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_Flair_augmented_run_0_ConvNet,1800,300,180,1170,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_multy_sorted_Flair_augmented_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,187.8434989452362,True,0
2,FedProx,16,0.5652920962199313,0.4264199840991456,0.9042254219350127,0.487006524189633,0.5652920962199313,1,32,16,C:\Users\giand\Desktop\prog\FCGS\results/csv\csv_Siando\runs\20260606-071143_dataset_multy_sorted_Flair_augmented_worker_0.csv,dataset_multy_sorted_Flair_augmented,dataset/dataset_multy_sorted_Flair_augmented,cuda,5,homomorphic,0.05,5,[],ckks,4,8,Siando/fcgs-datasets,128,0.001,2,C:\Users\giand\Desktop\prog\FCGS\results/log\log_Siando\dataset_multy_sorted_Flair_augmented_run_0_ConvNet,ConvNet,1,100,3,2,-1,5804,2,,C:\Users\giand\Desktop\prog\FCGS\static/plots\plots_Siando\dataset_multy_sorted_Flair_augmented_run_0_ConvNet,1800,300,180,1170,C:\Users\giand\Desktop\prog\FCGS\results/run_dataset\split_Siando\dataset_multy_sorted_Flair_augmented_run_0_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,191.65585780143738,True,0
2,FedProx,16,0.6013745704467354,0.5938439394150192,0.9682739368828711,0.5911724748844933,0.6013745704467354,12,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-204054_dataset_multy_sorted_Flair_augmented_worker_1.csv,dataset_multy_sorted_Flair_augmented,dataset/dataset_multy_sorted_Flair_augmented,cuda,5,no_encryption,0.05,20,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,ConvNet,1,100,3,2,-1,5804,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,1800,300,180,870,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_multy_sorted_Flair_augmented_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,347.45657563209534,True,1
8,FedAvg,16,0.868421052631579,0.8678476882743945,0.4183006610623316,0.8737836542112859,0.868421052631579,19,32,16,C:\Users\daisl\Desktop\Giando\FCGS\results/csv\csv_DAIS-RTX-5000-5\runs\20260611-205736_dataset_slices_sorted_Flair_worker_1.csv,dataset_slices_sorted_Flair,dataset/dataset_slices_sorted_Flair,cuda,5,no_encryption,0.0,20,[],N/A,4,8,Siando/fcgs-datasets,128,0.001,5,C:\Users\daisl\Desktop\Giando\FCGS\results/log\log_DAIS-RTX-5000-5\dataset_slices_sorted_Flair_run_1_ConvNet,ConvNet,1,100,2,8,-1,1452,2,,C:\Users\daisl\Desktop\Giando\FCGS\static/plots\plots_DAIS-RTX-5000-5\dataset_slices_sorted_Flair_run_1_ConvNet,1800,300,180,600,C:\Users\daisl\Desktop\Giando\FCGS\results/run_dataset\split_DAIS-RTX-5000-5\dataset_slices_sorted_Flair_run_1_ConvNet,8779083388:AAE9m7dlXSm2ql1kYsqcwcNy34pNYUSYFuo,139781098,236.1919882297516,True,1
